Sent  | Time SentFromHere: 1.129600 | End 
Sent  | Time SentFromHere: 1.159200 | End 
Sent  | Time SentFromHere: 1.163840 | End 
Sent  | Time SentFromHere: 1.674390 | End 
Sent  | Time SentFromHere: 1.814800 | End 
Sent  | Time SentFromHere: 2.219750 | End 
Sent  | Time SentFromHere: 2.714800 | End 
Sent  | Time SentFromHere: 3.264800 | End 
Sent  | Time SentFromHere: 3.414800 | End 
Sent  | Time SentFromHere: 3.419750 | End 
Sent  | Time SentFromHere: 3.964800 | End 
Sent  | Time SentFromHere: 4.314800 | End 
Sent  | Time SentFromHere: 4.469750 | End 
Sent  | Time SentFromHere: 4.964800 | End 
Sent  | Time SentFromHere: 5.414800 | End 
Sent  | Time SentFromHere: 6.719750 | End 
Sent  | Time SentFromHere: 6.750377 | End 
Sent  | Time SentFromHere: 6.764217 | End 
Sent  | Time SentFromHere: 6.778057 | End 
Sent  | Time SentFromHere: 6.791897 | End 
Sent  | Time SentFromHere: 6.864800 | End 
Sent  | Time SentFromHere: 7.269750 | End 
Sent  | Time SentFromHere: 7.414800 | End 
Sent  | Time SentFromHere: 7.669750 | End 
Sent  | Time SentFromHere: 7.714800 | End 
Sent  | Time SentFromHere: 7.717360 | End 
Sent  | Time SentFromHere: 7.814800 | End 
Sent  | Time SentFromHere: 8.169750 | End 
Sent  | Time SentFromHere: 8.241897 | End 
Sent  | Time SentFromHere: 8.264800 | End 
Sent  | Time SentFromHere: 8.267360 | End 
Sent  | Time SentFromHere: 8.669750 | End 
Sent  | Time SentFromHere: 8.755737 | End 
Sent  | Time SentFromHere: 8.769750 | End 
Sent  | Time SentFromHere: 8.783417 | End 
Sent  | Time SentFromHere: 8.800377 | End 
Sent  | Time SentFromHere: 8.815177 | End 
Sent  | Time SentFromHere: 8.828057 | End 
Sent  | Time SentFromHere: 8.841897 | End 
Sent  | Time SentFromHere: 8.855737 | End 
Sent  | Time SentFromHere: 8.914800 | End 
Sent  | Time SentFromHere: 9.014800 | End 
Sent  | Time SentFromHere: 9.169750 | End 
Sent  | Time SentFromHere: 9.200377 | End 
Sent  | Time SentFromHere: 9.219750 | End 
Sent  | Time SentFromHere: 9.241897 | End 
Sent  | Time SentFromHere: 9.250377 | End 
Sent  | Time SentFromHere: 9.255737 | End 
Sent  | Time SentFromHere: 9.291897 | End 
Sent  | Time SentFromHere: 9.319750 | End 
Sent  | Time SentFromHere: 9.333417 | End 
Sent  | Time SentFromHere: 9.336537 | End 
Sent  | Time SentFromHere: 9.350377 | End 
Sent  | Time SentFromHere: 9.365177 | End 
Sent  | Time SentFromHere: 9.391897 | End 
Sent  | Time SentFromHere: 9.405737 | End 
Sent  | Time SentFromHere: 9.464800 | End 
Sent  | Time SentFromHere: 9.564800 | End 
Sent  | Time SentFromHere: 9.774390 | End 
Sent  | Time SentFromHere: 9.869750 | End 
Sent  | Time SentFromHere: 9.900377 | End 
Sent  | Time SentFromHere: 9.915177 | End 
Sent  | Time SentFromHere: 11.164800 | End 
Sent  | Time SentFromHere: 11.319750 | End 
Sent  | Time SentFromHere: 11.336537 | End 
Sent  | Time SentFromHere: 11.364217 | End 
Sent  | Time SentFromHere: 11.378057 | End 
Sent  | Time SentFromHere: 11.391897 | End 
Sent  | Time SentFromHere: 11.469750 | End 
Sent  | Time SentFromHere: 11.486537 | End 
Sent  | Time SentFromHere: 11.514800 | End 
Sent  | Time SentFromHere: 11.517360 | End 
Sent  | Time SentFromHere: 11.614800 | End 
Sent  | Time SentFromHere: 11.924390 | End 
Sent  | Time SentFromHere: 11.941177 | End 
Sent  | Time SentFromHere: 11.968857 | End 
Sent  | Time SentFromHere: 11.982697 | End 
Sent  | Time SentFromHere: 12.079600 | End 
Sent  | Time SentFromHere: 12.164800 | End 
Sent  | Time SentFromHere: 13.664800 | End 
Sent  | Time SentFromHere: 13.679600 | End 
Sent  | Time SentFromHere: 15.279600 | End 
Sent  | Time SentFromHere: 15.419750 | End 
Sent  | Time SentFromHere: 15.464217 | End 
Sent  | Time SentFromHere: 15.491897 | End 
Sent  | Time SentFromHere: 15.505737 | End 
Sent  | Time SentFromHere: 15.533417 | End 
Sent  | Time SentFromHere: 15.769750 | End 
Sent  | Time SentFromHere: 15.800377 | End 
Sent  | Time SentFromHere: 15.815177 | End 
Sent  | Time SentFromHere: 15.829977 | End 
Sent  | Time SentFromHere: 15.832537 | End 
Sent  | Time SentFromHere: 15.914800 | End 
Sent  | Time SentFromHere: 15.969750 | End 
Sent  | Time SentFromHere: 16.314800 | End 
Sent  | Time SentFromHere: 16.319750 | End 
Sent  | Time SentFromHere: 16.350377 | End 
Sent  | Time SentFromHere: 16.864800 | End 
Sent  | Time SentFromHere: 17.069750 | End 
Sent  | Time SentFromHere: 17.086537 | End 
Sent  | Time SentFromHere: 17.414800 | End 
Sent  | Time SentFromHere: 17.619750 | End 
Sent  | Time SentFromHere: 17.669750 | End 
Sent  | Time SentFromHere: 17.686537 | End 
Sent  | Time SentFromHere: 17.691897 | End 
Sent  | Time SentFromHere: 17.700377 | End 
Sent  | Time SentFromHere: 17.714217 | End 
Sent  | Time SentFromHere: 17.728057 | End 
Sent  | Time SentFromHere: 17.755737 | End 
Sent  | Time SentFromHere: 17.919750 | End 
Sent  | Time SentFromHere: 17.950377 | End 
Sent  | Time SentFromHere: 17.965177 | End 
Sent  | Time SentFromHere: 17.979977 | End 
Sent  | Time SentFromHere: 17.982537 | End 
Sent  | Time SentFromHere: 17.985097 | End 
Sent  | Time SentFromHere: 18.369750 | End 
Sent  | Time SentFromHere: 18.428057 | End 
Sent  | Time SentFromHere: 18.497257 | End 
Sent  | Time SentFromHere: 18.529600 | End 
Sent  | Time SentFromHere: 18.538777 | End 
Sent  | Time SentFromHere: 18.552617 | End 
Sent  | Time SentFromHere: 18.566457 | End 
Sent  | Time SentFromHere: 18.580297 | End 
Sent  | Time SentFromHere: 18.594137 | End 
Sent  | Time SentFromHere: 18.719750 | End 
Sent  | Time SentFromHere: 18.778057 | End 
Sent  | Time SentFromHere: 18.791897 | End 
Sent  | Time SentFromHere: 19.064800 | End 
Sent  | Time SentFromHere: 19.269750 | End 
Sent  | Time SentFromHere: 19.286537 | End 
Sent  | Time SentFromHere: 19.300377 | End 
Sent  | Time SentFromHere: 19.328057 | End 
Sent  | Time SentFromHere: 19.414800 | End 
Sent  | Time SentFromHere: 19.819750 | End 
Sent  | Time SentFromHere: 19.964800 | End 
Sent  | Time SentFromHere: 21.264800 | End 
Sent  | Time SentFromHere: 21.669750 | End 
Sent  | Time SentFromHere: 21.700377 | End 
Sent  | Time SentFromHere: 21.715177 | End 
Sent  | Time SentFromHere: 21.717737 | End 
Sent  | Time SentFromHere: 21.728057 | End 
Sent  | Time SentFromHere: 21.814800 | End 
Sent  | Time SentFromHere: 22.264800 | End 
Sent  | Time SentFromHere: 22.364800 | End 
Sent  | Time SentFromHere: 22.769750 | End 
Sent  | Time SentFromHere: 22.800377 | End 
Sent  | Time SentFromHere: 22.914800 | End 
Sent  | Time SentFromHere: 23.319750 | End 
Sent  | Time SentFromHere: 23.464800 | End 
Sent  | Time SentFromHere: 23.569750 | End 
Sent  | Time SentFromHere: 23.600377 | End 
Sent  | Time SentFromHere: 23.864800 | End 
Sent  | Time SentFromHere: 23.869750 | End 
Sent  | Time SentFromHere: 24.914800 | End 
Sent  | Time SentFromHere: 25.069750 | End 
Sent  | Time SentFromHere: 25.086537 | End 
Sent  | Time SentFromHere: 25.100377 | End 
Sent  | Time SentFromHere: 25.114217 | End 
Sent  | Time SentFromHere: 25.197257 | End 
Sent  | Time SentFromHere: 25.224937 | End 
Sent  | Time SentFromHere: 25.238777 | End 
Sent  | Time SentFromHere: 25.252617 | End 
Sent  | Time SentFromHere: 25.314800 | End 
Sent  | Time SentFromHere: 25.479600 | End 
Sent  | Time SentFromHere: 25.614800 | End 
Sent  | Time SentFromHere: 26.914800 | End 
Sent  | Time SentFromHere: 28.269750 | End 
Sent  | Time SentFromHere: 28.286537 | End 
Sent  | Time SentFromHere: 28.328057 | End 
Sent  | Time SentFromHere: 28.341897 | End 
Sent  | Time SentFromHere: 28.355737 | End 
Sent  | Time SentFromHere: 28.369577 | End 
Sent  | Time SentFromHere: 28.414800 | End 
Sent  | Time SentFromHere: 28.417360 | End 
Sent  | Time SentFromHere: 28.424937 | End 
Sent  | Time SentFromHere: 28.514800 | End 
